
%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '04-Apr-2022 10:33:53';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

 24, 1, 0.1500, 251.0000,  9, 0.1890, 11, 368.8013, 1, 1,  0.623,  0.116,   48.363
 25, 3, 0.4500, 147.0000,  7, 0.4860,  5, 136.1111, 1, 0,  1.216,  0.195,   50.793
 26, 3, 0.4500, 147.0000,  6, 0.4500,  1, 100.0457, 0, 0,  0.036,  0.002,   51.850
 27, 2, 0.3000, 192.0000,  5, 0.2778,  1, 130.6720, 0, 0,  0.233,  0.224,   53.321
 28, 2, 0.3000, 192.0000, 11, 0.4408,  9, 241.8647, 0, 1,  0.208,  0.002,   54.549
 29, 2, 0.3000, 192.0000,  8, 0.3499,  1, 130.6720, 1, 0,  0.083,  0.002,   55.650
 30, 2, 0.3000, 192.0000, 10, 0.4081,  4, 164.6091, 1, 0,  0.032,  0.059,   56.756
 31, 2, 0.3000, 192.0000,  3, 0.2381,  2, 141.1257, 1, 0,  0.324,  0.002,   58.099
 32, 3, 0.4500, 147.0000,  7, 0.4860, 10, 199.9919, 0, 1,  0.425,  0.807,   60.354
 33, 1, 0.1500, 251.0000,  5, 0.1389,  7, 271.0800, 0, 1,  1.474,  0.168,   63.018
 34, 2, 0.3000, 192.0000,  7, 0.3240, 11, 282.1110, 1, 1,  0.756,  0.080,   64.880
 35, 1, 0.1500, 251.0000,  6, 0.1500,  9, 316.1877, 1, 1,  0.792,  0.167,   66.865
 36, 2, 0.3000, 192.0000,  8, 0.3499, 11, 282.1110, 0, 1,  0.809,  0.205,   68.903
 37, 3, 0.4500, 147.0000,  3, 0.3572,  4, 126.0288, 1, 0,  0.075,  0.002,   70.000
 38, 2, 0.3000, 192.0000, 10, 0.4081,  7, 207.3600, 0, 1,  0.072,  0.002,   71.100
 39, 2, 0.3000, 192.0000,  7, 0.3240,  1, 130.6720, 1, 0,  0.075,  0.002,   72.200
 40, 1, 0.1500, 251.0000,  7, 0.1620,  8, 292.7664, 1, 0,  0.682,  0.159,   74.060
 41, 1, 0.1500, 251.0000,  5, 0.1389,  9, 316.1877, 1, 1,  0.075,  0.001,   75.153
 42, 3, 0.4500, 147.0000,  8, 0.5249,  5, 136.1111, 1, 0,  1.575,  0.202,   77.951
 43, 2, 0.3000, 192.0000,  3, 0.2381,  8, 223.9488, 1, 1,  0.682,  0.233,   79.886
 44, 3, 0.4500, 147.0000,  2, 0.3308,  8, 171.4608, 1, 1,  0.149,  0.874,   81.927
 45, 3, 0.4500, 147.0000,  8, 0.5249,  6, 147.0000, 0, 0,  0.042,  1.743,   84.742
 46, 3, 0.4500, 147.0000,  7, 0.4860,  8, 171.4608, 1, 1,  0.041,  0.002,   85.800
 47, 3, 0.4500, 147.0000, 11, 0.6612,  7, 158.7600, 0, 1,  0.229,  0.905,   87.954
 48, 3, 0.4500, 147.0000,  7, 0.4860,  6, 147.0000, 1, 1,  0.227,  0.779,   89.979
 49, 3, 0.4500, 147.0000, 10, 0.6122,  5, 136.1111, 0, 0,  0.091,  0.002,   91.100
 50, 2, 0.3000, 192.0000, 11, 0.4408,  3, 152.4158, 0, 0,  0.177,  0.001,   92.301
 51, 1, 0.1500, 251.0000,  3, 0.1191, 10, 341.4827, 0, 1,  1.577,  0.002,   94.901
 52, 1, 0.1500, 251.0000,  2, 0.1103,  4, 215.1920, 0, 0,  0.028,  0.121,   96.071
 53, 3, 0.4500, 147.0000,  1, 0.3063, 10, 199.9919, 1, 1,  1.708,  0.108,   98.907
 54, 2, 0.3000, 192.0000, 10, 0.4081,  3, 152.4158, 0, 0,  0.027,  0.002,   99.951
 55, 1, 0.1500, 251.0000,  7, 0.1620, 11, 368.8013, 1, 1,  1.032,  0.002,  102.001
 56, 3, 0.4500, 147.0000, 10, 0.6122,  8, 171.4608, 1, 0,  1.581,  0.002,  104.601
 57, 2, 0.3000, 192.0000, 10, 0.4081,  9, 241.8647, 1, 1,  0.231,  0.002,  105.852
 58, 3, 0.4500, 147.0000,  9, 0.5669,  7, 158.7600, 1, 1,  0.182,  0.002,  107.052
 59, 2, 0.3000, 192.0000,  4, 0.2572,  3, 152.4158, 1, 0,  0.725,  0.197,  108.997
 60, 1, 0.1500, 251.0000,  8, 0.1750,  4, 215.1920, 0, 0,  0.479,  0.174,  110.674
 61, 2, 0.3000, 192.0000,  1, 0.2042, 10, 261.2139, 0, 1,  0.662,  0.179,  112.531
 62, 1, 0.1500, 251.0000, 10, 0.2041,  7, 271.0800, 1, 0,  0.143,  0.258,  113.960
 63, 3, 0.4500, 147.0000,  9, 0.5669,  1, 100.0457, 1, 0,  1.176,  0.059,  116.211
 64, 1, 0.1500, 251.0000, 11, 0.2204,  7, 271.0800, 1, 0,  1.172,  0.103,  118.504
 65, 2, 0.3000, 192.0000,  3, 0.2381, 11, 282.1110, 0, 1,  0.329,  0.002,  119.857
 66, 3, 0.4500, 147.0000, 10, 0.6122,  9, 185.1777, 0, 1,  0.979,  0.002,  121.855
 67, 3, 0.4500, 147.0000,  4, 0.3858,  4, 126.0288, 1, 0,  0.130,  3.120,  126.127
 68, 3, 0.4500, 147.0000,  2, 0.3308, 11, 215.9912, 0, 1,  0.048,  0.037,  127.241
 69, 2, 0.3000, 192.0000,  9, 0.3779,  4, 164.6091, 0, 0,  0.147,  0.965,  129.369
 70, 2, 0.3000, 192.0000,  2, 0.2205, 11, 282.1110, 1, 1,  0.065,  0.023,  130.481
 71, 2, 0.3000, 192.0000,  4, 0.2572, 10, 261.2139, 0, 1,  0.047,  0.052,  131.605
 72, 3, 0.4500, 147.0000,  4, 0.3858,  9, 185.1777, 1, 1,  0.332,  0.821,  133.774
 73, 1, 0.1500, 251.0000,  3, 0.1191,  2, 184.4925, 0, 0,  1.615,  0.275,  136.679
 74, 1, 0.1500, 251.0000,  7, 0.1620,  3, 199.2519, 0, 1,  0.106,  0.774,  138.578
 75, 1, 0.1500, 251.0000,  5, 0.1389, 10, 341.4827, 1, 1,  0.058,  0.002,  139.656
 76, 2, 0.3000, 192.0000,  2, 0.2205,  7, 207.3600, 0, 1,  0.783,  4.255,  145.710
 77, 3, 0.4500, 147.0000,  7, 0.4860,  3, 116.6933, 0, 0,  0.671,  0.065,  147.470
 78, 1, 0.1500, 251.0000,  6, 0.1500,  8, 292.7664, 1, 1,  1.316,  1.868,  151.675
 79, 3, 0.4500, 147.0000,  9, 0.5669, 10, 199.9919, 1, 1,  1.565,  0.130,  154.389
 80, 3, 0.4500, 147.0000,  9, 0.5669,  5, 136.1111, 0, 0,  0.049,  0.044,  155.499
 81, 1, 0.1500, 251.0000,  6, 0.1500,  7, 271.0800, 0, 1,  1.581,  0.126,  158.231
 82, 2, 0.3000, 192.0000,  8, 0.3499,  2, 141.1257, 1, 0,  0.808,  0.138,  160.195
 83, 3, 0.4500, 147.0000,  5, 0.4167,  3, 116.6933, 0, 0,  0.043,  0.002,  161.257
 84, 2, 0.3000, 192.0000,  6, 0.3000,  4, 164.6091, 0, 0,  0.134,  0.870,  163.276
 85, 1, 0.1500, 251.0000,  5, 0.1389,  6, 251.0000, 0, 0,  0.806,  0.241,  165.348
 86, 3, 0.4500, 147.0000, 10, 0.6122,  2, 108.0494, 1, 0,  1.739,  0.096,  168.201
 87, 1, 0.1500, 251.0000, 10, 0.2041,  9, 316.1877, 0, 1,  1.737,  0.269,  171.226
 88, 3, 0.4500, 147.0000,  2, 0.3308,  4, 126.0288, 0, 0,  1.153,  0.160,  173.565
 89, 3, 0.4500, 147.0000,  6, 0.4500,  5, 136.1111, 1, 0,  0.070,  0.050,  174.706
 90, 3, 0.4500, 147.0000,  2, 0.3308, 10, 199.9919, 0, 1,  0.037,  0.001,  175.757
 91, 3, 0.4500, 147.0000,  5, 0.4167,  1, 100.0457, 1, 0,  0.033,  0.002,  176.807
 92, 2, 0.3000, 192.0000,  1, 0.2042,  1, 130.6720, 1, 0,  0.587,  0.396,  178.802
 93, 3, 0.4500, 147.0000, 11, 0.6612, 11, 215.9912, 0, 1,  0.787,  0.137,  180.742
 94, 2, 0.3000, 192.0000,  2, 0.2205,  4, 164.6091, 0, 0,  1.145,  0.125,  183.034
 95, 2, 0.3000, 192.0000,  5, 0.2778,  6, 192.0000, 1, 1,  0.050,  0.002,  184.108
 96, 3, 0.4500, 147.0000,  1, 0.3063,  5, 136.1111, 0, 1,  0.226,  0.880,  186.236
 97, 2, 0.3000, 192.0000,  6, 0.3000,  8, 223.9488, 1, 1,  0.157,  0.188,  187.595
 98, 1, 0.1500, 251.0000,  1, 0.1021,  6, 251.0000, 1, 0,  1.287,  0.002,  189.908
 99, 2, 0.3000, 192.0000,  2, 0.2205,  5, 177.7778, 0, 0,  1.272,  0.274,  192.480
100, 2, 0.3000, 192.0000,  6, 0.3000, 11, 282.1110, 0, 1,  0.056,  0.022,  193.578
101, 1, 0.1500, 251.0000, 10, 0.2041,  8, 292.7664, 0, 0,  0.654,  0.229,  195.486
102, 1, 0.1500, 251.0000,  6, 0.1500,  2, 184.4925, 0, 0,  0.155,  0.002,  196.659
103, 2, 0.3000, 192.0000,  3, 0.2381,  1, 130.6720, 0, 0,  0.634,  0.259,  198.565
104, 1, 0.1500, 251.0000,  4, 0.1286,  6, 251.0000, 0, 1,  0.673,  0.197,  200.456
105, 1, 0.1500, 251.0000,  9, 0.1890,  5, 232.4074, 1, 0,  0.029,  0.129,  201.638
106, 3, 0.4500, 147.0000, 10, 0.6122,  1, 100.0457, 1, 0,  1.356,  0.196,  204.202
107, 3, 0.4500, 147.0000,  8, 0.5249,  7, 158.7600, 1, 1,  0.037,  0.024,  205.280
108, 3, 0.4500, 147.0000,  6, 0.4500,  3, 116.6933, 0, 0,  0.060,  0.902,  207.261
109, 1, 0.1500, 251.0000,  3, 0.1191,  8, 292.7664, 1, 0,  1.574,  0.330,  210.191
110, 1, 0.1500, 251.0000,  9, 0.1890,  7, 271.0800, 1, 0,  0.340,  0.822,  212.380
111, 3, 0.4500, 147.0000, 10, 0.6122,  6, 147.0000, 1, 0,  1.357,  0.563,  215.321
112, 1, 0.1500, 251.0000,  7, 0.1620,  7, 271.0800, 0, 1,  1.774,  0.191,  218.302
113, 3, 0.4500, 147.0000,  7, 0.4860,  9, 185.1777, 0, 1,  1.188,  0.002,  220.511
114, 1, 0.1500, 251.0000, 10, 0.2041,  3, 199.2519, 0, 0,  1.223,  0.626,  223.383
115, 3, 0.4500, 147.0000,  9, 0.5669, 11, 215.9912, 1, 1,  1.607,  0.313,  226.321
116, 2, 0.3000, 192.0000,  9, 0.3779,  9, 241.8647, 1, 1,  0.210,  0.504,  228.065
117, 1, 0.1500, 251.0000,  9, 0.1890,  8, 292.7664, 0, 1,  0.980,  0.002,  230.059
118, 1, 0.1500, 251.0000,  1, 0.1021,  1, 170.8264, 0, 0,  0.628,  0.257,  231.968
119, 3, 0.4500, 147.0000,  9, 0.5669,  2, 108.0494, 0, 0,  2.174,  0.286,  235.443
120, 1, 0.1500, 251.0000,  1, 0.1021,  8, 292.7664, 0, 1,  2.191,  0.002,  238.659
121, 3, 0.4500, 147.0000,  8, 0.5249,  8, 171.4608, 0, 1,  2.072,  0.313,  242.071
122, 2, 0.3000, 192.0000,  6, 0.3000,  1, 130.6720, 0, 0,  0.366,  0.151,  243.610
123, 3, 0.4500, 147.0000,  5, 0.4167,  8, 171.4608, 1, 0,  0.127,  0.088,  244.845
124, 1, 0.1500, 251.0000,  8, 0.1750,  7, 271.0800, 0, 0,  1.091,  2.661,  249.623
125, 1, 0.1500, 251.0000,  7, 0.1620,  4, 215.1920, 1, 0,  0.030,  0.002,  250.710
126, 1, 0.1500, 251.0000,  2, 0.1103,  2, 184.4925, 0, 0,  0.132,  0.898,  252.760
127, 3, 0.4500, 147.0000, 11, 0.6612,  4, 126.0288, 1, 0,  1.880,  0.138,  255.797
128, 3, 0.4500, 147.0000,  1, 0.3063, 11, 215.9912, 1, 1,  0.794,  0.639,  258.247
129, 2, 0.3000, 192.0000,  4, 0.2572,  2, 141.1257, 1, 0,  0.144,  0.002,  259.412
130, 1, 0.1500, 251.0000,  6, 0.1500,  4, 215.1920, 1, 0,  0.628,  0.534,  261.592
131, 2, 0.3000, 192.0000,  4, 0.2572,  9, 241.8647, 0, 1,  0.643,  1.062,  264.321
132, 1, 0.1500, 251.0000,  9, 0.1890,  6, 251.0000, 0, 0,  0.670,  0.191,  266.200
133, 2, 0.3000, 192.0000, 10, 0.4081,  6, 192.0000, 0, 1,  0.686,  0.115,  268.024
134, 1, 0.1500, 251.0000,  7, 0.1620,  1, 170.8264, 0, 0,  0.916,  0.002,  269.960
135, 3, 0.4500, 147.0000,  3, 0.3572,  6, 147.0000, 0, 1,  1.184,  0.475,  272.633
136, 3, 0.4500, 147.0000,  3, 0.3572,  1, 100.0457, 1, 0,  0.049,  0.002,  273.710
137, 3, 0.4500, 147.0000,  9, 0.5669,  9, 185.1777, 1, 1,  0.331,  0.928,  275.987
138, 3, 0.4500, 147.0000,  4, 0.3858,  1, 100.0457, 0, 0,  0.046,  0.052,  277.112
139, 1, 0.1500, 251.0000, 11, 0.2204,  3, 199.2519, 0, 0,  1.180,  0.333,  279.645
140, 2, 0.3000, 192.0000,  9, 0.3779,  3, 152.4158, 0, 0,  0.630,  0.247,  281.556
141, 1, 0.1500, 251.0000,  9, 0.1890,  9, 316.1877, 0, 1,  0.680,  0.788,  284.047
142, 2, 0.3000, 192.0000,  7, 0.3240,  6, 192.0000, 0, 1,  0.646,  0.179,  285.889
143, 2, 0.3000, 192.0000,  7, 0.3240,  2, 141.1257, 1, 0,  0.059,  0.001,  286.961
144, 1, 0.1500, 251.0000,  2, 0.1103, 10, 341.4827, 0, 1,  1.182,  0.657,  289.816
145, 1, 0.1500, 251.0000,  8, 0.1750,  8, 292.7664, 1, 1,  0.067,  0.008,  290.921
146, 3, 0.4500, 147.0000,  9, 0.5669,  8, 171.4608, 1, 1,  1.321,  0.002,  293.261
147, 2, 0.3000, 192.0000, 11, 0.4408,  1, 130.6720, 0, 0,  0.533,  0.247,  295.056
148, 3, 0.4500, 147.0000,  8, 0.5249,  4, 126.0288, 1, 0,  0.385,  0.228,  296.688
149, 1, 0.1500, 251.0000,  8, 0.1750,  2, 184.4925, 0, 0,  1.449,  0.053,  299.216
150, 3, 0.4500, 147.0000,  7, 0.4860,  2, 108.0494, 1, 0,  1.266,  0.224,  302.538
151, 2, 0.3000, 192.0000,  3, 0.2381,  9, 241.8647, 0, 1,  0.399,  0.591,  304.551
152, 1, 0.1500, 251.0000,  5, 0.1389,  5, 232.4074, 0, 0,  0.692,  0.259,  306.518
153, 1, 0.1500, 251.0000,  6, 0.1500, 11, 368.8013, 0, 1,  0.074,  0.918,  308.529
154, 2, 0.3000, 192.0000,  3, 0.2381,  6, 192.0000, 1, 1,  0.667,  0.038,  310.248
155, 3, 0.4500, 147.0000,  2, 0.3308,  1, 100.0457, 0, 1,  0.391,  0.360,  312.020
156, 2, 0.3000, 192.0000,  8, 0.3499,  4, 164.6091, 0, 0,  0.121,  0.002,  313.166
157, 3, 0.4500, 147.0000,  3, 0.3572, 10, 199.9919, 0, 1,  0.121,  0.002,  314.313
158, 1, 0.1500, 251.0000,  3, 0.1191,  4, 215.1920, 0, 1,  1.234,  0.002,  316.563
159, 2, 0.3000, 192.0000,  5, 0.2778,  3, 152.4158, 0, 0,  0.933,  0.002,  318.512
160, 3, 0.4500, 147.0000,  5, 0.4167,  7, 158.7600, 1, 0,  0.235,  0.284,  320.047
161, 3, 0.4500, 147.0000,  3, 0.3572,  3, 116.6933, 0, 0,  0.051,  0.001,  321.112
162, 2, 0.3000, 192.0000,  5, 0.2778,  8, 223.9488, 1, 1,  0.236,  0.933,  323.293
163, 3, 0.4500, 147.0000,  2, 0.3308,  9, 185.1777, 0, 1,  0.200,  0.987,  325.498
164, 2, 0.3000, 192.0000, 11, 0.4408,  4, 164.6091, 1, 0,  0.048,  0.002,  326.562
165, 2, 0.3000, 192.0000, 10, 0.4081,  2, 141.1257, 0, 0,  0.084,  0.002,  327.662
166, 1, 0.1500, 251.0000,  9, 0.1890,  4, 215.1920, 1, 0,  1.032,  0.079,  329.789
167, 1, 0.1500, 251.0000,  6, 0.1500,  1, 170.8264, 0, 0,  0.050,  0.002,  330.862
168, 2, 0.3000, 192.0000,  2, 0.2205,  3, 152.4158, 1, 0,  0.627,  0.046,  332.557
169, 2, 0.3000, 192.0000,  8, 0.3499,  9, 241.8647, 0, 0,  0.040,  0.066,  333.677
170, 1, 0.1500, 251.0000,  8, 0.1750, 11, 368.8013, 1, 1,  0.816,  0.396,  335.911
171, 1, 0.1500, 251.0000, 11, 0.2204,  9, 316.1877, 1, 1,  0.033,  0.329,  337.290
172, 1, 0.1500, 251.0000,  4, 0.1286,  8, 292.7664, 1, 0,  0.504,  0.099,  338.910
173, 2, 0.3000, 192.0000, 10, 0.4081,  8, 223.9488, 0, 1,  1.033,  0.412,  341.373
174, 2, 0.3000, 192.0000,  6, 0.3000,  5, 177.7778, 1, 1,  0.068,  0.086,  342.547
175, 1, 0.1500, 251.0000,  2, 0.1103,  8, 292.7664, 1, 1,  1.188,  0.188,  344.948
176, 2, 0.3000, 192.0000,  4, 0.2572,  8, 223.9488, 1, 0,  0.951,  0.030,  346.942
177, 1, 0.1500, 251.0000,  9, 0.1890,  1, 170.8264, 0, 0,  0.504,  0.065,  348.527
178, 1, 0.1500, 251.0000,  2, 0.1103,  3, 199.2519, 0, 0,  0.521,  0.238,  350.299
179, 2, 0.3000, 192.0000,  4, 0.2572,  7, 207.3600, 0, 1,  0.946,  0.057,  352.318
180, 3, 0.4500, 147.0000,  5, 0.4167,  5, 136.1111, 1, 0,  0.324,  0.074,  353.737
181, 2, 0.3000, 192.0000, 11, 0.4408, 10, 261.2139, 1, 1,  0.111,  0.260,  355.121
182, 2, 0.3000, 192.0000,  4, 0.2572,  6, 192.0000, 1, 1,  0.326,  0.212,  356.673
183, 3, 0.4500, 147.0000, 11, 0.6612,  8, 171.4608, 1, 1,  1.025,  0.335,  359.049
184, 1, 0.1500, 251.0000,  8, 0.1750,  5, 232.4074, 0, 0,  1.890,  0.281,  362.243
185, 1, 0.1500, 251.0000,  5, 0.1389, 11, 368.8013, 1, 1,  0.056,  0.081,  363.392
186, 2, 0.3000, 192.0000,  3, 0.2381,  7, 207.3600, 1, 0,  0.606,  0.165,  365.179
187, 3, 0.4500, 147.0000, 11, 0.6612,  3, 116.6933, 1, 0,  1.056,  0.746,  368.008
188, 3, 0.4500, 147.0000,  4, 0.3858,  5, 136.1111, 1, 1,  0.490,  0.292,  369.804
189, 3, 0.4500, 147.0000,  2, 0.3308,  6, 147.0000, 0, 1,  0.056,  0.247,  371.208
190, 1, 0.1500, 251.0000,  1, 0.1021,  3, 199.2519, 0, 0,  1.391,  0.217,  373.830
191, 3, 0.4500, 147.0000,  1, 0.3063,  7, 158.7600, 0, 0,  1.263,  0.116,  376.232
192, 3, 0.4500, 147.0000,  8, 0.5249,  9, 185.1777, 0, 1,  0.356,  0.876,  378.487
193, 3, 0.4500, 147.0000,  5, 0.4167,  9, 185.1777, 1, 1,  0.061,  0.002,  379.568
194, 1, 0.1500, 251.0000, 10, 0.2041, 11, 368.8013, 0, 1,  1.077,  0.461,  382.123
195, 1, 0.1500, 251.0000,  1, 0.1021,  2, 184.4925, 0, 0,  0.724,  0.184,  384.045
196, 1, 0.1500, 251.0000, 11, 0.2204, 10, 341.4827, 1, 1,  0.238,  0.317,  385.629
197, 2, 0.3000, 192.0000,  4, 0.2572, 11, 282.1110, 0, 1,  0.458,  0.759,  387.874
198, 3, 0.4500, 147.0000,  4, 0.3858,  6, 147.0000, 1, 0,  0.324,  0.266,  389.478
199, 1, 0.1500, 251.0000,  6, 0.1500,  5, 232.4074, 1, 0,  1.217,  0.155,  391.872
200, 2, 0.3000, 192.0000,  7, 0.3240,  3, 152.4158, 0, 0,  0.724,  0.842,  394.454
201, 3, 0.4500, 147.0000,  4, 0.3858, 11, 215.9912, 1, 1,  0.042,  0.051,  395.563
202, 2, 0.3000, 192.0000,  7, 0.3240,  9, 241.8647, 0, 1,  0.032,  0.262,  396.875
203, 2, 0.3000, 192.0000,  6, 0.3000,  3, 152.4158, 0, 0,  0.063,  0.054,  398.020
204, 1, 0.1500, 251.0000,  4, 0.1286,  4, 215.1920, 0, 0,  0.925,  0.152,  400.115
205, 2, 0.3000, 192.0000,  6, 0.3000,  7, 207.3600, 1, 1,  0.880,  0.002,  402.015
206, 2, 0.3000, 192.0000,  8, 0.3499,  8, 223.9488, 0, 1,  0.027,  0.001,  403.064
207, 2, 0.3000, 192.0000, 11, 0.4408,  2, 141.1257, 0, 0,  0.027,  0.002,  404.114
208, 1, 0.1500, 251.0000, 10, 0.2041,  5, 232.4074, 1, 0,  1.127,  0.002,  406.264
209, 3, 0.4500, 147.0000,  7, 0.4860,  7, 158.7600, 0, 0,  1.324,  0.002,  408.614
210, 3, 0.4500, 147.0000,  5, 0.4167,  2, 108.0494, 1, 0,  0.027,  0.002,  409.664
211, 3, 0.4500, 147.0000,  4, 0.3858,  2, 108.0494, 0, 0,  0.028,  0.002,  410.714
212, 3, 0.4500, 147.0000,  8, 0.5249, 11, 215.9912, 1, 1,  0.028,  0.059,  411.822
213, 1, 0.1500, 251.0000,  1, 0.1021, 11, 368.8013, 0, 1,  1.827,  0.189,  414.852
214, 1, 0.1500, 251.0000,  8, 0.1750,  1, 170.8264, 1, 0,  0.195,  0.173,  416.236
215, 2, 0.3000, 192.0000,  8, 0.3499, 10, 261.2139, 1, 1,  0.611,  0.150,  418.013
216, 3, 0.4500, 147.0000,  8, 0.5249, 10, 199.9919, 1, 1,  0.183,  0.067,  419.283
217, 3, 0.4500, 147.0000,  1, 0.3063,  3, 116.6933, 0, 1,  0.115,  2.578,  422.992
218, 3, 0.4500, 147.0000,  5, 0.4167,  6, 147.0000, 1, 0,  0.096,  0.763,  424.877
219, 3, 0.4500, 147.0000,  1, 0.3063,  1, 100.0457, 0, 0,  0.113,  0.002,  426.016
220, 1, 0.1500, 251.0000,  1, 0.1021,  5, 232.4074, 0, 0,  1.278,  0.239,  428.557
221, 1, 0.1500, 251.0000,  5, 0.1389,  3, 199.2519, 1, 0,  0.192,  1.030,  430.796
222, 3, 0.4500, 147.0000,  3, 0.3572,  5, 136.1111, 1, 0,  1.196,  0.241,  433.257
223, 2, 0.3000, 192.0000,  7, 0.3240,  8, 223.9488, 1, 1,  0.139,  0.919,  435.337
224, 2, 0.3000, 192.0000,  9, 0.3779, 10, 261.2139, 1, 1,  0.063,  0.002,  436.416
225, 1, 0.1500, 251.0000, 10, 0.2041,  6, 251.0000, 0, 1,  0.980,  0.037,  438.452
226, 1, 0.1500, 251.0000,  6, 0.1500, 10, 341.4827, 1, 1,  0.147,  0.816,  440.429
227, 3, 0.4500, 147.0000,  7, 0.4860,  4, 126.0288, 1, 0,  1.319,  0.425,  443.192
228, 3, 0.4500, 147.0000,  2, 0.3308,  7, 158.7600, 0, 1,  0.048,  0.016,  444.279
229, 1, 0.1500, 251.0000,  4, 0.1286, 11, 368.8013, 0, 1,  1.216,  0.239,  446.757
230, 3, 0.4500, 147.0000,  4, 0.3858,  8, 171.4608, 1, 1,  1.427,  0.376,  449.592
231, 1, 0.1500, 251.0000,  5, 0.1389,  4, 215.1920, 0, 0,  1.299,  0.334,  452.250
232, 1, 0.1500, 251.0000,  4, 0.1286,  5, 232.4074, 1, 0,  0.048,  0.002,  453.316
233, 2, 0.3000, 192.0000,  4, 0.2572,  4, 164.6091, 1, 0,  0.682,  0.433,  455.451
234, 3, 0.4500, 147.0000,  6, 0.4500,  9, 185.1777, 0, 1,  0.297,  0.510,  457.275
235, 2, 0.3000, 192.0000,  9, 0.3779,  1, 130.6720, 1, 0,  0.122,  0.865,  459.283
236, 1, 0.1500, 251.0000,  9, 0.1890, 10, 341.4827, 1, 1,  0.666,  0.311,  461.276
237, 2, 0.3000, 192.0000,  6, 0.3000, 10, 261.2139, 0, 1,  0.619,  0.030,  462.947
238, 2, 0.3000, 192.0000, 10, 0.4081, 10, 261.2139, 0, 1,  0.053,  0.002,  464.016
239, 1, 0.1500, 251.0000,  5, 0.1389,  8, 292.7664, 0, 1,  1.436,  0.002,  466.466
240, 1, 0.1500, 251.0000,  5, 0.1389,  1, 170.8264, 1, 0,  0.079,  0.665,  468.234
241, 3, 0.4500, 147.0000, 10, 0.6122, 10, 199.9919, 1, 1,  1.867,  0.151,  471.268
242, 2, 0.3000, 192.0000,  3, 0.2381,  4, 164.6091, 1, 0,  0.983,  0.093,  473.358
243, 1, 0.1500, 251.0000,  4, 0.1286, 10, 341.4827, 0, 1,  0.880,  0.324,  475.588
244, 2, 0.3000, 192.0000,  1, 0.2042,  8, 223.9488, 0, 1,  0.661,  0.755,  478.020
245, 3, 0.4500, 147.0000, 11, 0.6612,  1, 100.0457, 0, 1,  1.324,  0.002,  480.367
246, 3, 0.4500, 147.0000,  3, 0.3572,  8, 171.4608, 1, 1,  0.222,  0.171,  481.786
247, 3, 0.4500, 147.0000,  4, 0.3858,  3, 116.6933, 0, 0,  0.056,  0.001,  482.870
248, 2, 0.3000, 192.0000, 10, 0.4081,  5, 177.7778, 0, 0,  0.121,  0.110,  484.125
249, 3, 0.4500, 147.0000, 11, 0.6612,  6, 147.0000, 0, 0,  0.372,  0.375,  485.890
250, 1, 0.1500, 251.0000, 10, 0.2041,  1, 170.8264, 0, 0,  1.304,  0.422,  488.637
251, 2, 0.3000, 192.0000,  8, 0.3499,  3, 152.4158, 0, 0,  0.650,  0.549,  490.864
252, 3, 0.4500, 147.0000, 10, 0.6122, 11, 215.9912, 0, 1,  0.486,  0.175,  492.543
253, 3, 0.4500, 147.0000,  4, 0.3858, 10, 199.9919, 1, 1,  0.102,  0.002,  493.667
254, 2, 0.3000, 192.0000,  5, 0.2778,  7, 207.3600, 1, 0,  0.131,  0.182,  495.001
255, 3, 0.4500, 147.0000,  1, 0.3063,  4, 126.0288, 0, 0,  0.196,  0.002,  496.218
256, 2, 0.3000, 192.0000, 11, 0.4408, 11, 282.1110, 0, 1,  0.129,  0.073,  497.438
257, 1, 0.1500, 251.0000,  7, 0.1620,  9, 316.1877, 1, 1,  1.161,  0.002,  499.617
258, 1, 0.1500, 251.0000,  7, 0.1620,  2, 184.4925, 0, 0,  0.027,  0.731,  501.397
259, 3, 0.4500, 147.0000,  7, 0.4860,  1, 100.0457, 0, 0,  1.203,  0.505,  504.121
260, 3, 0.4500, 147.0000,  8, 0.5249,  2, 108.0494, 1, 1,  0.074,  0.601,  505.816
261, 1, 0.1500, 251.0000,  3, 0.1191,  5, 232.4074, 0, 1,  1.573,  0.200,  508.616
262, 2, 0.3000, 192.0000,  7, 0.3240,  7, 207.3600, 1, 1,  0.971,  0.988,  511.607
263, 2, 0.3000, 192.0000,  9, 0.3779, 11, 282.1110, 1, 1,  0.038,  0.002,  512.667
264, 1, 0.1500, 251.0000,  2, 0.1103,  9, 316.1877, 0, 1,  1.134,  0.168,  514.985
265, 1, 0.1500, 251.0000,  3, 0.1191,  1, 170.8264, 0, 0,  0.069,  0.001,  516.068
266, 1, 0.1500, 251.0000,  4, 0.1286,  9, 316.1877, 1, 0,  0.034,  0.651,  517.768
267, 2, 0.3000, 192.0000,  1, 0.2042,  5, 177.7778, 0, 1,  0.881,  0.295,  519.961
268, 1, 0.1500, 251.0000,  3, 0.1191,  3, 199.2519, 1, 0,  1.023,  0.134,  522.152
269, 1, 0.1500, 251.0000, 10, 0.2041,  4, 215.1920, 0, 0,  0.091,  0.460,  523.727
