
%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '04-Apr-2022 10:33:53';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

  9, 2, 0.3000, 192.0000,  7, 0.3240,  7, 207.3600, 1, 1,  1.249,  1.297,   26.468
 10, 3, 0.4500, 147.0000,  1, 0.3063,  8, 171.4608, 1, 1,  0.133,  0.284,   27.903
 11, 1, 0.1500, 251.0000,  4, 0.1286,  3, 199.2519, 0, 0,  1.451,  0.472,   30.841
 12, 2, 0.3000, 192.0000,  5, 0.2778,  1, 130.6720, 1, 0,  0.900,  0.447,   33.217
 13, 1, 0.1500, 251.0000,  9, 0.1890,  9, 316.1877, 1, 0,  0.636,  1.024,   35.895
 14, 1, 0.1500, 251.0000,  7, 0.1620,  2, 184.4925, 0, 0,  0.049,  0.733,   37.703
 15, 1, 0.1500, 251.0000,  1, 0.1021,  1, 170.8264, 0, 0,  0.350,  0.110,   39.180
 16, 2, 0.3000, 192.0000, 11, 0.4408, 10, 261.2139, 0, 1,  1.769,  0.410,   42.384
 17, 3, 0.4500, 147.0000, 11, 0.6612,  2, 108.0494, 0, 0,  0.265,  0.052,   43.722
 18, 3, 0.4500, 147.0000,  8, 0.5249,  1, 100.0457, 1, 0,  0.235,  0.044,   45.014
 19, 2, 0.3000, 192.0000, 10, 0.4081, 11, 282.1110, 1, 1,  0.132,  0.238,   46.408
 20, 3, 0.4500, 147.0000,  4, 0.3858,  5, 136.1111, 1, 0,  0.142,  0.245,   47.815
 21, 2, 0.3000, 192.0000,  8, 0.3499,  6, 192.0000, 0, 1,  0.034,  0.699,   49.573
 22, 3, 0.4500, 147.0000, 11, 0.6612,  7, 158.7600, 0, 1,  0.626,  0.126,   51.346
 23, 3, 0.4500, 147.0000,  6, 0.4500, 11, 215.9912, 1, 1,  0.458,  0.151,   52.972
 24, 1, 0.1500, 251.0000,  3, 0.1191,  4, 215.1920, 0, 0,  1.620,  0.150,   55.773
 25, 2, 0.3000, 192.0000,  5, 0.2778,  6, 192.0000, 0, 0,  0.917,  0.523,   58.247
 26, 3, 0.4500, 147.0000,  8, 0.5249,  2, 108.0494, 1, 0,  0.349,  0.203,   59.827
 27, 2, 0.3000, 192.0000,  7, 0.3240,  2, 141.1257, 1, 0,  0.270,  0.002,   61.124
 28, 1, 0.1500, 251.0000,  2, 0.1103, 10, 341.4827, 0, 1,  1.150,  0.002,   63.421
 29, 1, 0.1500, 251.0000,  1, 0.1021,  2, 184.4925, 0, 0,  0.034,  0.185,   64.655
 30, 2, 0.3000, 192.0000,  4, 0.2572, 10, 261.2139, 1, 1,  1.249,  0.336,   67.261
 31, 1, 0.1500, 251.0000,  6, 0.1500,  8, 292.7664, 1, 1,  0.647,  0.595,   69.516
 32, 2, 0.3000, 192.0000,  8, 0.3499,  3, 152.4158, 1, 0,  0.837,  0.015,   71.386
 33, 2, 0.3000, 192.0000,  8, 0.3499,  8, 223.9488, 0, 1,  0.069,  0.016,   72.486
 34, 2, 0.3000, 192.0000,  7, 0.3240,  1, 130.6720, 0, 0,  0.071,  0.001,   73.573
 35, 2, 0.3000, 192.0000,  2, 0.2205,  7, 207.3600, 0, 1,  0.076,  0.437,   75.108
 36, 2, 0.3000, 192.0000,  9, 0.3779,  5, 177.7778, 1, 0,  0.043,  0.255,   76.428
 37, 2, 0.3000, 192.0000,  5, 0.2778, 10, 261.2139, 1, 1,  0.074,  0.072,   77.593
 38, 2, 0.3000, 192.0000,  6, 0.3000,  8, 223.9488, 0, 1,  0.055,  0.002,   78.672
 39, 1, 0.1500, 251.0000,  9, 0.1890,  3, 199.2519, 0, 0,  0.673,  0.002,   80.373
 40, 3, 0.4500, 147.0000,  8, 0.5249,  3, 116.6933, 0, 0,  1.172,  0.219,   82.791
 41, 1, 0.1500, 251.0000,  4, 0.1286, 11, 368.8013, 1, 1,  1.505,  0.231,   85.552
 42, 3, 0.4500, 147.0000, 10, 0.6122, 11, 215.9912, 1, 1,  1.955,  0.022,   88.543
 43, 3, 0.4500, 147.0000,  4, 0.3858,  2, 108.0494, 0, 0,  0.107,  0.088,   89.762
 44, 1, 0.1500, 251.0000,  8, 0.1750,  9, 316.1877, 0, 1,  1.189,  0.431,   92.407
 45, 3, 0.4500, 147.0000,  2, 0.3308,  8, 171.4608, 0, 1,  1.192,  0.009,   94.630
 46, 1, 0.1500, 251.0000,  7, 0.1620, 11, 368.8013, 1, 1,  1.123,  0.115,   96.886
 47, 2, 0.3000, 192.0000,  7, 0.3240,  8, 223.9488, 1, 1,  0.660,  0.370,   98.941
 48, 1, 0.1500, 251.0000,  3, 0.1191,  8, 292.7664, 1, 1,  1.109,  0.002,  101.073
 49, 3, 0.4500, 147.0000,  1, 0.3063, 10, 199.9919, 0, 1,  1.573,  0.316,  103.991
 50, 3, 0.4500, 147.0000,  1, 0.3063,  5, 136.1111, 1, 1,  0.157,  0.077,  105.249
 51, 2, 0.3000, 192.0000,  5, 0.2778,  8, 223.9488, 0, 1,  0.209,  0.429,  106.901
 52, 1, 0.1500, 251.0000,  2, 0.1103,  6, 251.0000, 0, 1,  1.057,  1.090,  110.062
 53, 2, 0.3000, 192.0000,  6, 0.3000,  7, 207.3600, 0, 1,  1.141,  0.002,  112.227
 54, 1, 0.1500, 251.0000,  6, 0.1500,  3, 199.2519, 1, 0,  0.672,  0.291,  114.217
 55, 1, 0.1500, 251.0000,  5, 0.1389,  7, 271.0800, 0, 1,  0.031,  0.009,  115.281
 56, 1, 0.1500, 251.0000,  2, 0.1103,  9, 316.1877, 1, 1,  0.075,  0.023,  116.399
 57, 1, 0.1500, 251.0000, 11, 0.2204,  8, 292.7664, 0, 1,  0.257,  0.001,  117.674
 58, 1, 0.1500, 251.0000,  1, 0.1021, 10, 341.4827, 1, 1,  0.279,  0.943,  119.916
 59, 3, 0.4500, 147.0000, 10, 0.6122,  7, 158.7600, 0, 1,  1.843,  0.378,  123.149
 60, 1, 0.1500, 251.0000,  2, 0.1103,  5, 232.4074, 1, 0,  1.760,  0.243,  126.166
 61, 1, 0.1500, 251.0000,  4, 0.1286,  4, 215.1920, 1, 0,  0.035,  0.130,  127.352
 62, 1, 0.1500, 251.0000,  1, 0.1021,  6, 251.0000, 0, 0,  0.202,  0.998,  129.570
 63, 1, 0.1500, 251.0000,  4, 0.1286,  6, 251.0000, 1, 1,  0.238,  1.138,  131.960
 64, 3, 0.4500, 147.0000, 10, 0.6122,  2, 108.0494, 1, 0,  1.945,  0.499,  135.422
 65, 3, 0.4500, 147.0000,  6, 0.4500,  2, 108.0494, 0, 0,  0.085,  0.002,  136.525
 66, 1, 0.1500, 251.0000,  7, 0.1620,  5, 232.4074, 1, 0,  1.230,  1.229,  140.001
 67, 2, 0.3000, 192.0000, 11, 0.4408,  6, 192.0000, 0, 1,  1.147,  1.499,  143.673
 68, 3, 0.4500, 147.0000,  7, 0.4860, 11, 215.9912, 1, 1,  0.227,  0.002,  144.925
 69, 3, 0.4500, 147.0000,  5, 0.4167,  6, 147.0000, 0, 1,  0.028,  1.939,  147.912
 70, 3, 0.4500, 147.0000,  1, 0.3063,  1, 100.0457, 1, 0,  0.095,  0.477,  149.499
 71, 3, 0.4500, 147.0000,  3, 0.3572,  3, 116.6933, 1, 0,  0.058,  0.376,  150.949
 72, 3, 0.4500, 147.0000,  8, 0.5249,  6, 147.0000, 0, 0,  0.029,  0.209,  152.282
 73, 3, 0.4500, 147.0000,  7, 0.4860,  5, 136.1111, 1, 0,  0.070,  0.315,  153.693
 74, 2, 0.3000, 192.0000, 10, 0.4081,  5, 177.7778, 0, 0,  0.263,  0.364,  155.341
 75, 3, 0.4500, 147.0000,  8, 0.5249,  9, 185.1777, 1, 1,  0.360,  0.195,  156.918
 76, 1, 0.1500, 251.0000, 11, 0.2204,  4, 215.1920, 1, 0,  1.183,  0.002,  159.124
 77, 2, 0.3000, 192.0000,  8, 0.3499,  9, 241.8647, 0, 1,  0.835,  0.244,  161.217
 78, 3, 0.4500, 147.0000,  5, 0.4167,  7, 158.7600, 1, 1,  0.032,  0.193,  162.468
 79, 2, 0.3000, 192.0000,  4, 0.2572,  9, 241.8647, 0, 1,  0.332,  0.219,  164.045
 80, 1, 0.1500, 251.0000,  6, 0.1500,  1, 170.8264, 1, 0,  0.665,  0.622,  166.345
 81, 2, 0.3000, 192.0000,  1, 0.2042, 10, 261.2139, 0, 1,  0.665,  0.306,  168.331
 82, 1, 0.1500, 251.0000,  9, 0.1890,  6, 251.0000, 1, 0,  0.278,  0.708,  170.335
 83, 3, 0.4500, 147.0000,  9, 0.5669,  6, 147.0000, 1, 0,  1.264,  0.647,  173.271
 84, 3, 0.4500, 147.0000,  5, 0.4167,  2, 108.0494, 1, 0,  0.081,  0.187,  174.565
 85, 1, 0.1500, 251.0000,  6, 0.1500, 10, 341.4827, 1, 1,  1.241,  0.002,  176.825
 86, 2, 0.3000, 192.0000,  4, 0.2572,  8, 223.9488, 0, 1,  0.684,  1.169,  179.694
 87, 2, 0.3000, 192.0000,  4, 0.2572,  3, 152.4158, 1, 0,  0.065,  0.038,  180.812
 88, 3, 0.4500, 147.0000,  4, 0.3858, 11, 215.9912, 0, 1,  0.335,  1.015,  183.189
 89, 3, 0.4500, 147.0000, 11, 0.6612,  6, 147.0000, 1, 1,  0.266,  0.175,  184.652
 90, 3, 0.4500, 147.0000,  4, 0.3858,  1, 100.0457, 1, 0,  0.450,  0.100,  186.226
 91, 2, 0.3000, 192.0000,  1, 0.2042,  5, 177.7778, 0, 0,  0.684,  0.295,  188.219
 92, 2, 0.3000, 192.0000, 10, 0.4081, 10, 261.2139, 1, 1,  0.080,  0.140,  189.464
 93, 1, 0.1500, 251.0000,  9, 0.1890,  4, 215.1920, 1, 0,  0.747,  0.481,  191.705
 94, 2, 0.3000, 192.0000,  1, 0.2042,  6, 192.0000, 0, 0,  0.301,  0.231,  193.260
 95, 1, 0.1500, 251.0000,  1, 0.1021,  9, 316.1877, 0, 1,  0.751,  0.211,  195.235
 96, 2, 0.3000, 192.0000,  9, 0.3779,  8, 223.9488, 0, 1,  1.565,  0.149,  197.973
 97, 2, 0.3000, 192.0000, 10, 0.4081,  3, 152.4158, 1, 0,  0.033,  0.227,  199.252
 98, 1, 0.1500, 251.0000, 11, 0.2204,  2, 184.4925, 1, 0,  0.657,  0.465,  201.390
 99, 3, 0.4500, 147.0000,  3, 0.3572,  9, 185.1777, 1, 1,  1.221,  0.482,  204.109
100, 2, 0.3000, 192.0000,  8, 0.3499,  2, 141.1257, 0, 0,  0.049,  0.135,  205.310
101, 1, 0.1500, 251.0000,  3, 0.1191,  2, 184.4925, 1, 0,  1.037,  0.197,  207.572
102, 3, 0.4500, 147.0000,  1, 0.3063, 11, 215.9912, 0, 1,  1.586,  0.410,  210.585
103, 2, 0.3000, 192.0000,  5, 0.2778, 11, 282.1110, 1, 1,  0.218,  0.002,  211.827
104, 1, 0.1500, 251.0000, 10, 0.2041, 10, 341.4827, 0, 1,  0.579,  0.002,  213.426
105, 2, 0.3000, 192.0000,  8, 0.3499,  5, 177.7778, 0, 0,  0.631,  0.169,  215.247
106, 3, 0.4500, 147.0000,  4, 0.3858,  7, 158.7600, 0, 1,  0.114,  0.258,  216.633
107, 2, 0.3000, 192.0000, 11, 0.4408,  9, 241.8647, 0, 1,  0.175,  0.282,  218.107
108, 3, 0.4500, 147.0000,  2, 0.3308,  2, 108.0494, 0, 0,  0.103,  0.212,  219.437
109, 1, 0.1500, 251.0000,  8, 0.1750,  8, 292.7664, 0, 1,  1.220,  0.810,  222.486
110, 1, 0.1500, 251.0000, 10, 0.2041,  1, 170.8264, 1, 0,  0.121,  0.053,  223.682
111, 3, 0.4500, 147.0000,  5, 0.4167,  3, 116.6933, 0, 0,  1.074,  1.291,  227.069
112, 1, 0.1500, 251.0000,  5, 0.1389, 10, 341.4827, 0, 1,  1.235,  0.234,  229.562
113, 2, 0.3000, 192.0000,  6, 0.3000,  9, 241.8647, 1, 1,  0.735,  0.208,  231.536
114, 3, 0.4500, 147.0000,  5, 0.4167,  1, 100.0457, 1, 0,  0.171,  0.052,  232.778
115, 2, 0.3000, 192.0000,  7, 0.3240,  9, 241.8647, 0, 1,  0.081,  0.228,  234.105
116, 1, 0.1500, 251.0000,  8, 0.1750,  3, 199.2519, 1, 0,  0.754,  0.009,  235.886
117, 2, 0.3000, 192.0000,  7, 0.3240,  6, 192.0000, 0, 0,  0.721,  0.240,  237.869
118, 3, 0.4500, 147.0000,  2, 0.3308, 10, 199.9919, 1, 1,  0.038,  0.603,  239.528
119, 2, 0.3000, 192.0000,  3, 0.2381,  7, 207.3600, 0, 1,  0.431,  0.692,  241.668
120, 2, 0.3000, 192.0000,  8, 0.3499,  7, 207.3600, 1, 1,  0.042,  0.132,  242.857
121, 2, 0.3000, 192.0000,  1, 0.2042,  7, 207.3600, 1, 1,  0.356,  0.632,  244.862
122, 1, 0.1500, 251.0000,  2, 0.1103,  3, 199.2519, 1, 0,  0.641,  0.662,  247.190
123, 3, 0.4500, 147.0000,  9, 0.5669,  3, 116.6933, 0, 0,  1.674,  2.805,  252.681
124, 1, 0.1500, 251.0000,  2, 0.1103,  1, 170.8264, 0, 0,  2.074,  0.254,  256.031
125, 3, 0.4500, 147.0000,  4, 0.3858,  9, 185.1777, 1, 1,  1.721,  0.178,  258.956
126, 1, 0.1500, 251.0000,  6, 0.1500,  7, 271.0800, 1, 1,  1.200,  2.103,  263.278
127, 1, 0.1500, 251.0000,  8, 0.1750, 11, 368.8013, 0, 1,  0.075,  0.002,  264.378
128, 2, 0.3000, 192.0000,  4, 0.2572,  2, 141.1257, 1, 0,  0.480,  0.774,  266.650
129, 3, 0.4500, 147.0000,  1, 0.3063,  6, 147.0000, 0, 0,  0.306,  0.454,  268.432
130, 1, 0.1500, 251.0000,  6, 0.1500,  4, 215.1920, 0, 0,  1.225,  0.343,  271.019
131, 2, 0.3000, 192.0000, 10, 0.4081,  6, 192.0000, 0, 0,  1.093,  1.039,  274.171
132, 3, 0.4500, 147.0000,  2, 0.3308, 11, 215.9912, 0, 1,  0.142,  0.234,  275.561
133, 3, 0.4500, 147.0000,  1, 0.3063,  7, 158.7600, 1, 1,  0.091,  0.214,  276.891
134, 3, 0.4500, 147.0000,  6, 0.4500,  1, 100.0457, 0, 0,  0.119,  0.123,  278.150
135, 2, 0.3000, 192.0000,  3, 0.2381,  8, 223.9488, 1, 1,  0.460,  0.324,  279.951
136, 1, 0.1500, 251.0000, 10, 0.2041,  2, 184.4925, 1, 0,  0.657,  0.241,  281.869
137, 2, 0.3000, 192.0000,  9, 0.3779,  6, 192.0000, 0, 1,  0.942,  1.278,  285.106
138, 3, 0.4500, 147.0000,  2, 0.3308,  9, 185.1777, 0, 1,  0.099,  0.338,  286.565
139, 2, 0.3000, 192.0000,  3, 0.2381, 11, 282.1110, 0, 1,  0.144,  0.362,  288.089
140, 1, 0.1500, 251.0000,  4, 0.1286, 10, 341.4827, 1, 1,  0.908,  0.002,  290.031
141, 3, 0.4500, 147.0000, 11, 0.6612, 10, 199.9919, 0, 1,  1.875,  0.188,  293.115
142, 3, 0.4500, 147.0000,  9, 0.5669,  1, 100.0457, 0, 0,  0.042,  0.008,  294.185
143, 2, 0.3000, 192.0000,  9, 0.3779,  9, 241.8647, 0, 1,  0.227,  0.262,  295.689
144, 1, 0.1500, 251.0000, 11, 0.2204,  6, 251.0000, 0, 1,  0.674,  0.283,  297.663
145, 2, 0.3000, 192.0000,  5, 0.2778,  5, 177.7778, 1, 0,  0.542,  1.178,  301.211
146, 2, 0.3000, 192.0000,  6, 0.3000,  2, 141.1257, 0, 0,  0.033,  0.064,  302.444
147, 1, 0.1500, 251.0000, 10, 0.2041,  9, 316.1877, 0, 1,  0.669,  0.234,  304.365
148, 1, 0.1500, 251.0000,  4, 0.1286,  7, 271.0800, 0, 0,  0.397,  0.440,  306.218
149, 1, 0.1500, 251.0000,  4, 0.1286,  9, 316.1877, 1, 0,  0.044,  0.115,  307.397
150, 1, 0.1500, 251.0000,  5, 0.1389,  3, 199.2519, 1, 0,  0.067,  0.206,  308.684
151, 2, 0.3000, 192.0000,  5, 0.2778,  2, 141.1257, 1, 0,  0.676,  1.117,  311.496
152, 1, 0.1500, 251.0000, 10, 0.2041,  6, 251.0000, 0, 1,  0.561,  2.455,  315.533
153, 3, 0.4500, 147.0000,  8, 0.5249, 11, 215.9912, 1, 1,  1.430,  0.210,  318.188
154, 3, 0.4500, 147.0000,  7, 0.4860,  7, 158.7600, 1, 0,  0.074,  0.547,  319.825
155, 3, 0.4500, 147.0000,  8, 0.5249,  8, 171.4608, 0, 1,  0.031,  0.207,  321.085
156, 2, 0.3000, 192.0000, 10, 0.4081,  1, 130.6720, 0, 0,  0.171,  0.131,  322.409
157, 2, 0.3000, 192.0000,  6, 0.3000, 10, 261.2139, 1, 1,  0.056,  0.925,  324.402
158, 1, 0.1500, 251.0000,  5, 0.1389,  5, 232.4074, 1, 0,  0.805,  1.304,  327.532
159, 1, 0.1500, 251.0000, 10, 0.2041,  7, 271.0800, 0, 1,  0.131,  0.257,  328.935
160, 3, 0.4500, 147.0000,  7, 0.4860,  9, 185.1777, 1, 1,  1.316,  0.224,  331.502
161, 1, 0.1500, 251.0000,  9, 0.1890,  1, 170.8264, 0, 0,  1.350,  0.243,  334.123
162, 1, 0.1500, 251.0000, 10, 0.2041,  3, 199.2519, 0, 0,  0.032,  0.188,  335.367
163, 1, 0.1500, 251.0000,  8, 0.1750,  2, 184.4925, 1, 0,  0.149,  0.181,  336.713
164, 1, 0.1500, 251.0000,  8, 0.1750,  4, 215.1920, 0, 0,  0.050,  0.131,  337.909
165, 3, 0.4500, 147.0000,  3, 0.3572,  2, 108.0494, 0, 0,  1.199,  0.449,  340.578
166, 1, 0.1500, 251.0000,  5, 0.1389,  6, 251.0000, 0, 0,  1.233,  0.785,  343.615
167, 1, 0.1500, 251.0000,  6, 0.1500,  2, 184.4925, 0, 0,  0.050,  0.164,  344.843
168, 2, 0.3000, 192.0000,  2, 0.2205,  5, 177.7778, 1, 0,  0.616,  1.031,  347.510
169, 3, 0.4500, 147.0000,  7, 0.4860,  4, 126.0288, 0, 0,  0.555,  0.002,  349.080
170, 2, 0.3000, 192.0000,  1, 0.2042,  2, 141.1257, 1, 0,  0.730,  0.355,  351.184
171, 2, 0.3000, 192.0000,  6, 0.3000,  1, 130.6720, 0, 0,  0.168,  0.002,  352.381
172, 2, 0.3000, 192.0000,  7, 0.3240,  5, 177.7778, 1, 1,  0.033,  0.016,  353.445
173, 2, 0.3000, 192.0000,  3, 0.2381,  2, 141.1257, 0, 0,  0.067,  0.009,  354.538
174, 1, 0.1500, 251.0000, 11, 0.2204, 10, 341.4827, 0, 1,  0.668,  0.998,  357.228
175, 3, 0.4500, 147.0000,  3, 0.3572,  4, 126.0288, 0, 0,  1.186,  1.025,  360.454
176, 2, 0.3000, 192.0000,  1, 0.2042,  4, 164.6091, 1, 0,  0.700,  0.840,  363.019
177, 2, 0.3000, 192.0000,  5, 0.2778,  7, 207.3600, 1, 1,  0.041,  0.138,  364.218
178, 3, 0.4500, 147.0000,  3, 0.3572,  6, 147.0000, 1, 0,  0.144,  0.130,  365.513
179, 1, 0.1500, 251.0000,  9, 0.1890,  5, 232.4074, 0, 1,  0.902,  0.803,  368.234
180, 2, 0.3000, 192.0000,  3, 0.2381,  6, 192.0000, 1, 0,  0.324,  0.387,  369.967
181, 1, 0.1500, 251.0000,  2, 0.1103,  8, 292.7664, 0, 1,  1.141,  0.151,  372.284
182, 3, 0.4500, 147.0000,  9, 0.5669, 11, 215.9912, 1, 1,  1.722,  0.130,  375.161
183, 1, 0.1500, 251.0000,  8, 0.1750,  6, 251.0000, 1, 1,  1.354,  1.299,  378.828
184, 1, 0.1500, 251.0000,  9, 0.1890,  2, 184.4925, 1, 0,  0.036,  0.002,  379.882
185, 3, 0.4500, 147.0000,  3, 0.3572, 11, 215.9912, 0, 1,  0.884,  0.165,  381.945
186, 3, 0.4500, 147.0000, 11, 0.6612,  1, 100.0457, 1, 0,  0.270,  0.002,  383.231
187, 2, 0.3000, 192.0000,  7, 0.3240, 10, 261.2139, 0, 1,  0.781,  0.513,  385.543
188, 3, 0.4500, 147.0000,  4, 0.3858,  4, 126.0288, 0, 0,  0.118,  0.135,  386.815
189, 3, 0.4500, 147.0000,  2, 0.3308,  1, 100.0457, 0, 0,  0.042,  0.002,  387.882
190, 1, 0.1500, 251.0000,  4, 0.1286,  8, 292.7664, 1, 1,  1.477,  0.687,  391.067
191, 1, 0.1500, 251.0000,  3, 0.1191,  6, 251.0000, 0, 1,  0.071,  0.079,  392.359
192, 1, 0.1500, 251.0000,  5, 0.1389,  2, 184.4925, 0, 0,  0.059,  0.002,  393.432
193, 3, 0.4500, 147.0000,  4, 0.3858,  6, 147.0000, 1, 1,  1.324,  1.163,  396.943
194, 1, 0.1500, 251.0000,  5, 0.1389,  1, 170.8264, 0, 0,  1.322,  0.349,  399.633
195, 1, 0.1500, 251.0000,  2, 0.1103,  7, 271.0800, 0, 1,  0.072,  0.002,  400.732
196, 3, 0.4500, 147.0000, 11, 0.6612, 11, 215.9912, 1, 1,  1.882,  0.138,  403.769
197, 1, 0.1500, 251.0000,  5, 0.1389,  8, 292.7664, 0, 1,  1.890,  0.250,  406.931
198, 3, 0.4500, 147.0000,  7, 0.4860, 10, 199.9919, 1, 1,  1.382,  0.879,  410.214
199, 2, 0.3000, 192.0000, 11, 0.4408,  4, 164.6091, 1, 0,  0.143,  0.002,  411.382
200, 1, 0.1500, 251.0000,  6, 0.1500,  9, 316.1877, 1, 1,  1.175,  0.347,  413.931
201, 3, 0.4500, 147.0000,  7, 0.4860,  1, 100.0457, 0, 0,  1.324,  0.954,  417.235
202, 2, 0.3000, 192.0000,  3, 0.2381,  5, 177.7778, 0, 1,  0.575,  1.830,  420.661
203, 1, 0.1500, 251.0000,  3, 0.1191, 10, 341.4827, 1, 1,  1.003,  1.182,  423.862
204, 3, 0.4500, 147.0000,  9, 0.5669,  9, 185.1777, 0, 1,  1.604,  0.453,  426.934
205, 2, 0.3000, 192.0000,  4, 0.2572,  7, 207.3600, 0, 1,  0.734,  1.856,  430.540
206, 3, 0.4500, 147.0000,  4, 0.3858, 10, 199.9919, 1, 1,  0.325,  1.013,  432.894
207, 3, 0.4500, 147.0000,  7, 0.4860,  8, 171.4608, 0, 1,  0.064,  0.628,  434.614
208, 2, 0.3000, 192.0000, 11, 0.4408,  1, 130.6720, 0, 0,  0.146,  0.332,  436.117
209, 1, 0.1500, 251.0000, 11, 0.2204,  3, 199.2519, 1, 0,  1.195,  0.201,  438.533
210, 2, 0.3000, 192.0000,  2, 0.2205,  6, 192.0000, 1, 1,  0.627,  0.648,  440.830
211, 2, 0.3000, 192.0000, 10, 0.4081,  7, 207.3600, 0, 1,  0.027,  0.643,  442.525
212, 1, 0.1500, 251.0000,  9, 0.1890,  8, 292.7664, 1, 0,  1.041,  0.576,  445.159
213, 3, 0.4500, 147.0000,  6, 0.4500,  5, 136.1111, 1, 1,  1.201,  0.159,  447.542
214, 3, 0.4500, 147.0000, 11, 0.6612,  5, 136.1111, 0, 0,  0.270,  0.109,  448.941
215, 1, 0.1500, 251.0000, 10, 0.2041,  4, 215.1920, 1, 0,  1.877,  0.338,  452.170
216, 3, 0.4500, 147.0000,  8, 0.5249,  7, 158.7600, 1, 0,  1.191,  0.002,  454.384
217, 1, 0.1500, 251.0000,  6, 0.1500, 11, 368.8013, 1, 1,  1.480,  0.057,  456.943
218, 3, 0.4500, 147.0000,  2, 0.3308,  6, 147.0000, 0, 1,  1.164,  0.494,  459.626
219, 1, 0.1500, 251.0000,  1, 0.1021,  8, 292.7664, 1, 0,  1.880,  0.288,  462.820
220, 3, 0.4500, 147.0000, 10, 0.6122,  8, 171.4608, 0, 1,  1.793,  0.405,  466.038
221, 2, 0.3000, 192.0000, 11, 0.4408,  7, 207.3600, 1, 1,  0.630,  0.176,  467.859
222, 1, 0.1500, 251.0000,  7, 0.1620,  8, 292.7664, 1, 1,  1.056,  0.002,  469.934
223, 1, 0.1500, 251.0000,  4, 0.1286,  2, 184.4925, 0, 0,  0.029,  0.029,  471.012
224, 3, 0.4500, 147.0000,  6, 0.4500,  4, 126.0288, 1, 0,  1.449,  0.373,  473.856
225, 3, 0.4500, 147.0000,  9, 0.5669,  5, 136.1111, 0, 0,  0.064,  0.002,  474.938
226, 2, 0.3000, 192.0000,  1, 0.2042,  3, 152.4158, 0, 0,  1.078,  0.248,  477.281
227, 1, 0.1500, 251.0000,  7, 0.1620,  3, 199.2519, 0, 0,  0.682,  0.174,  479.156
228, 2, 0.3000, 192.0000,  6, 0.3000,  3, 152.4158, 0, 0,  0.649,  0.328,  481.161
229, 3, 0.4500, 147.0000,  3, 0.3572,  1, 100.0457, 1, 0,  0.149,  0.146,  482.532
230, 2, 0.3000, 192.0000,  6, 0.3000, 11, 282.1110, 0, 1,  0.130,  0.209,  483.892
231, 2, 0.3000, 192.0000,  2, 0.2205, 11, 282.1110, 0, 1,  0.065,  0.058,  485.041
232, 1, 0.1500, 251.0000, 11, 0.2204,  1, 170.8264, 1, 0,  0.278,  0.002,  486.334
233, 1, 0.1500, 251.0000,  4, 0.1286,  1, 170.8264, 0, 0,  0.232,  0.001,  487.584
234, 3, 0.4500, 147.0000,  9, 0.5669,  2, 108.0494, 1, 0,  1.582,  0.204,  490.387
235, 2, 0.3000, 192.0000,  3, 0.2381,  3, 152.4158, 0, 0,  0.531,  0.725,  492.661
236, 1, 0.1500, 251.0000,  2, 0.1103,  2, 184.4925, 1, 0,  1.206,  0.285,  495.168
237, 3, 0.4500, 147.0000,  4, 0.3858,  3, 116.6933, 0, 0,  1.700,  0.002,  497.884
238, 3, 0.4500, 147.0000,  6, 0.4500, 10, 199.9919, 0, 1,  0.037,  0.036,  498.969
239, 1, 0.1500, 251.0000,  8, 0.1750,  7, 271.0800, 0, 1,  1.198,  0.496,  501.680
240, 3, 0.4500, 147.0000, 10, 0.6122,  4, 126.0288, 1, 0,  1.731,  0.563,  504.997
241, 1, 0.1500, 251.0000,  7, 0.1620,  4, 215.1920, 1, 0,  1.667,  0.881,  508.565
242, 2, 0.3000, 192.0000,  9, 0.3779,  3, 152.4158, 1, 0,  0.802,  0.129,  510.514
243, 3, 0.4500, 147.0000,  7, 0.4860,  6, 147.0000, 1, 1,  0.149,  0.022,  511.709
244, 2, 0.3000, 192.0000, 10, 0.4081,  8, 223.9488, 0, 1,  0.258,  0.116,  513.101
245, 1, 0.1500, 251.0000, 10, 0.2041,  5, 232.4074, 0, 1,  0.667,  0.904,  515.690
246, 2, 0.3000, 192.0000,  5, 0.2778,  4, 164.6091, 0, 0,  0.625,  0.052,  517.389
247, 1, 0.1500, 251.0000,  1, 0.1021,  4, 215.1920, 1, 0,  1.285,  0.489,  520.176
248, 2, 0.3000, 192.0000,  9, 0.3779,  2, 141.1257, 0, 0,  1.239,  0.072,  522.509
249, 1, 0.1500, 251.0000,  8, 0.1750,  5, 232.4074, 1, 0,  0.949,  0.002,  524.490
250, 3, 0.4500, 147.0000,  5, 0.4167,  5, 136.1111, 0, 0,  1.083,  0.016,  526.604
251, 2, 0.3000, 192.0000,  4, 0.2572,  5, 177.7778, 0, 1,  0.217,  0.263,  528.101
252, 2, 0.3000, 192.0000, 10, 0.4081,  2, 141.1257, 0, 0,  0.170,  0.071,  529.359
253, 1, 0.1500, 251.0000,  5, 0.1389,  4, 215.1920, 0, 0,  1.166,  0.453,  531.994
254, 1, 0.1500, 251.0000,  3, 0.1191,  9, 316.1877, 0, 1,  0.075,  0.058,  533.148
